Unique ID; Name; Patronym; Lastname; Sex; Father ID; Mother ID; Spouse ID; Birth; Death; Age; Race; Human%; Orc%
11761;Wilhelmina;;Schwarz;Female;6176;4507;11562;475;;24;Human;86.4990234375;13.5009765625
11762;Peter;;Klein;Male;5998;5477;11118;475;;24;Human;77.197265625;22.802734375
11763;Tobias;;Schütze;Male;7396;7518;;475;477;2;Human;84.02099609375;15.97900390625
11764;Erik;;Schmied;Male;6275;6265;12401;475;;24;Half-Orc;74.114990234375;25.885009765625
11765;Erik;;Groß;Male;7049;6779;;475;476;1;Human;75.48828125;24.51171875
11766;Heinrich;;Fischer;Male;3817;3647;;475;;24;Human;77.34375;22.65625
11767;Heinrich;;Schütze;Male;3879;3679;;475;476;1;Human;79.98046875;20.01953125
11768;Ian;;Fischer;Male;8981;9012;;475;477;2;Human;82.4554443359375;17.5445556640625
11769;Albert;;Günters;Male;4272;4166;;475;;24;Half-Orc;73.046875;26.953125
11770;Svenja;;Olafs;Female;7082;6665;;475;476;1;Human;79.87060546875;20.12939453125
11771;Karl;;Ians;Male;6756;7006;;475;476;1;Human;81.38427734375;18.61572265625
11772;Alberta;;Kunst;Female;8082;7920;;475;479;4;Human;80.77392578125;19.22607421875
11773;Marie;;Peters;Female;4779;5232;;475;476;1;Human;81.201171875;18.798828125
11774;Bärbel;;Schwarz;Female;5854;6218;;475;476;1;Human;78.2470703125;21.7529296875
11775;Michaela;;Bergmann;Female;5019;4656;;475;476;1;Human;84.912109375;15.087890625
11776;Erika;;Kunst;Female;6454;7144;;475;479;4;Human;79.0283203125;20.9716796875
11777;Nina;;Müller;Female;7859;7213;;475;476;1;Human;78.759765625;21.240234375
11778;Franz;;Franzs;Male;8086;8732;;475;476;1;Human;78.31268310546875;21.68731689453125
11779;Michaela;;Fischer;Female;6584;6887;;475;476;1;Human;82.501220703125;17.498779296875
11780;Hildegard;;Tischler;Female;3897;3617;;475;477;2;Human;84.228515625;15.771484375
11781;Friedrich;;Groß;Male;6096;5844;12112;475;;24;Human;79.72412109375;20.27587890625
11782;Uta;;Maximilians;Female;8853;8943;10297;475;;24;Human;80.389404296875;19.610595703125
11783;Wilhelm;;Wilhelms;Male;8487;8661;11978;475;;24;Human;84.381103515625;15.618896484375
11784;Tobias;;Fischer;Male;6924;6497;;475;477;2;Human;79.33349609375;20.66650390625
11785;Laura;;Uwes;Female;7201;6943;12432;475;;24;Human;82.373046875;17.626953125
11786;Reinhardt;;Hermanns;Male;5620;5712;11352;476;;23;Human;80.859375;19.140625
11787;Uta;;Meier;Female;8881;8653;;476;;23;Human;82.89794921875;17.10205078125
11788;Günter;;Günters;Male;6010;6344;12173;476;;23;Human;78.271484375;21.728515625
11789;Hermann;;Fischer;Male;5462;5221;;476;;23;Human;75.927734375;24.072265625
11790;Erika;;Fels;Female;4547;3751;11874;476;;23;Human;84.912109375;15.087890625
11791;Bärbel;;Franzs;Female;5448;5348;;476;478;2;Human;81.50634765625;18.49365234375
11792;Va-r-pa-kr;;Karls;Female;4179;4321;;476;;23;Half-Orc;71.6796875;28.3203125
11793;Ian;;Klein;Male;7464;7404;10866;476;;23;Human;81.18896484375;18.81103515625
11794;Wilhelm;;Fischer;Male;9068;8624;11248;476;;23;Human;78.72314453125;21.27685546875
11795;Maximilian;;Lang;Male;4894;4821;;476;477;1;Human;78.857421875;21.142578125
11796;Uwe;;Lang;Male;4387;4200;11828;476;;23;Human;80.7861328125;19.2138671875
11797;Johannes;;Johanness;Male;4662;4697;;476;;23;Human;80.224609375;19.775390625
11798;Frieda;;Günters;Female;4936;4370;10836;476;;23;Human;86.03515625;13.96484375
11799;Johanna;;Wilhelms;Female;8935;9149;11313;476;;23;Human;80.31005859375;19.68994140625
11800;Gra-ar-zak-kro;;Gra-r-zak-urks;Male;6489;6091;;476;;23;Half-Orc;70.88623046875;29.11376953125
11801;Reinhardt;;Krause;Male;7569;7432;8670;476;;23;Human;81.1279296875;18.8720703125
11802;Lena;;Fels;Female;4041;4169;12285;476;;23;Human;82.2021484375;17.7978515625
11803;Ian;;Meier;Male;4156;3963;;476;477;1;Human;77.294921875;22.705078125
11804;Lisa;;Hermanns;Female;5246;4971;;476;477;1;Human;80.7373046875;19.2626953125
11805;Marie;;Friedrichs;Female;9043;7962;11742;476;;23;Human;79.30908203125;20.69091796875
11806;Günter;;Lang;Male;5741;5621;10691;476;;23;Human;79.01611328125;20.98388671875
11807;Hildegard;;Tischler;Female;8643;8818;;476;478;2;Human;82.51953125;17.48046875
11808;Michael;;Friedrichs;Male;8373;8026;;476;477;1;Human;78.79638671875;21.20361328125
11809;Erika;;Schwarz;Female;5166;4752;11938;476;;23;Human;84.228515625;15.771484375
11810;Lena;;Schröder;Female;4626;4317;10917;476;;23;Human;77.880859375;22.119140625
11811;Alberta;;Hanss;Female;6428;6340;;476;477;1;Human;78.62548828125;21.37451171875
11812;Gra-zey-kry-ze;;Schröder;Male;6301;5203;;476;;23;Half-Orc;72.930908203125;27.069091796875
11813;Svenja;;Rot;Female;9320;9040;;476;477;1;Human;79.4586181640625;20.5413818359375
11814;Hermann;;Fischer;Male;3896;3886;12144;476;;23;Human;84.08203125;15.91796875
11815;Erika;;Krause;Female;8664;9180;;476;477;1;Human;80.9814453125;19.0185546875
11816;Reinhardt;;Hanss;Male;6313;6266;8931;476;;23;Human;81.787109375;18.212890625
11817;Klaus;;Schütze;Male;7434;7423;;476;478;2;Human;82.421875;17.578125
11818;Svenja;;Franzs;Female;7315;7181;10749;476;;23;Human;79.4921875;20.5078125
11819;Peter;;Peters;Male;4636;5022;12010;476;;23;Human;82.373046875;17.626953125
11820;Eva;;Ians;Female;5403;5358;;476;477;1;Human;80.2001953125;19.7998046875
11821;Franz;;Kunst;Male;6398;6221;;476;477;1;Human;79.248046875;20.751953125
11822;Johanna;;Franzs;Female;5476;5060;;476;478;2;Human;83.929443359375;16.070556640625
11823;Erik;;Eriks;Male;5014;5185;11722;476;;23;Human;83.3984375;16.6015625
11824;Wilhelm;;Groß;Male;6914;6827;12385;476;;23;Human;79.0771484375;20.9228515625
11825;Hildegard;;Schwarz;Female;5680;5469;;476;477;1;Human;84.716796875;15.283203125
11826;Eva;;Ians;Female;8512;8229;;476;477;1;Human;78.6376953125;21.3623046875
11827;Tobias;;Tobiass;Male;7990;7401;11648;476;;23;Human;80.316162109375;19.683837890625
11828;Lisa;;Schütze;Female;6004;5835;11796;476;;23;Human;83.30078125;16.69921875
11829;Stephen;;Schütze;Male;7356;7254;;476;478;2;Human;80.40771484375;19.59228515625
11830;Klaus;;Tischler;Male;7834;7264;;476;;23;Human;83.966064453125;16.033935546875
11831;Frieda;;Klein;Female;8192;8188;12705;476;;23;Human;81.34765625;18.65234375
11832;Karl;;Eriks;Male;6384;6341;11506;476;;23;Half-Orc;74.06005859375;25.93994140625
11833;Adam;;Schmied;Male;4101;4786;12097;476;;23;Human;83.9111328125;16.0888671875
11834;Erik;;Eriks;Male;7149;7059;12625;476;;23;Human;78.90625;21.09375
11835;Wilhelm;;Krause;Male;7678;6949;12454;476;;23;Human;82.0556640625;17.9443359375
11836;Berta;;Maximilians;Female;3377;3318;11609;476;;23;Human;86.5234375;13.4765625
11837;Heinrich;;Schröder;Male;8631;8832;11129;476;;23;Human;83.41064453125;16.58935546875
11838;Bärbel;;Hanss;Female;4868;4512;12728;476;;23;Human;83.23974609375;16.76025390625
11839;Nina;;Rot;Female;8616;8731;11896;476;;23;Human;81.2225341796875;18.7774658203125
11840;Maximilian;;Schütze;Male;7802;8014;11212;476;;23;Human;81.585693359375;18.414306640625
11841;Eva;;Krause;Female;4630;4601;;476;477;1;Human;80.56640625;19.43359375
11842;Michael;;Michaels;Male;6174;6439;11530;476;;23;Human;79.345703125;20.654296875
11843;Olga;;Klein;Female;8572;8488;;476;477;1;Human;78.857421875;21.142578125
11844;Uwe;;Schwarz;Male;8043;8703;12570;476;;23;Human;77.099609375;22.900390625
11845;Wilhelm;;Meier;Male;7354;8999;10341;476;;23;Human;76.42822265625;23.57177734375
11846;Ian;;Fischer;Male;5785;5367;;476;;23;Human;81.7626953125;18.2373046875
11847;Johann;;Tobiass;Male;8846;9164;11750;476;;23;Human;80.755615234375;19.244384765625
11848;Michaela;;Schütze;Female;6709;6802;;476;;23;Human;83.6669921875;16.3330078125
11849;Johanna;;Reinhardts;Female;8723;8647;;476;478;2;Human;81.14013671875;18.85986328125
11850;Franz;;Schröder;Male;6433;6198;;476;;23;Human;80.7861328125;19.2138671875
11851;Svenja;;Groß;Female;6192;6044;11704;476;;23;Human;85.7421875;14.2578125
11852;Frieda;;Fischer;Female;6248;6551;;476;;23;Human;81.93359375;18.06640625
11853;Erik;;Bergmann;Male;4189;4180;11145;476;;23;Human;85.5712890625;14.4287109375
11854;Lisa;;Hermanns;Female;5716;5212;11218;476;;23;Human;85.83984375;14.16015625
11855;Eva;;Bergmann;Female;3363;3792;10689;476;;23;Human;85.546875;14.453125
11856;Alberta;;Stephens;Female;8366;8769;11899;476;;23;Human;82.3486328125;17.6513671875
11857;Laura;;Stephens;Female;8693;8181;12830;476;;23;Human;80.35888671875;19.64111328125
11858;Tobias;;Schütze;Male;5963;6077;11335;476;;23;Human;82.26318359375;17.73681640625
11859;Hermann;;Peters;Male;8534;8698;11985;476;;23;Human;76.57470703125;23.42529296875
11860;Hermann;;Eriks;Male;5155;5010;11465;476;;23;Human;80.859375;19.140625
11861;Bärbel;;Krause;Female;7416;6388;;476;477;1;Human;80.2490234375;19.7509765625
11862;Laura;;Uwes;Female;5688;5663;;476;477;1;Human;76.8798828125;23.1201171875
11863;Erika;;Heinrichs;Female;6502;6229;12021;476;;23;Human;85.009765625;14.990234375
11864;Berta;;Eriks;Female;5820;5946;11378;476;;23;Human;76.1474609375;23.8525390625
11865;Klaus;;Fels;Male;5757;5977;11537;476;;23;Human;77.62451171875;22.37548828125
11866;Ian;;Hermanns;Male;6899;6911;;476;;23;Human;80.23681640625;19.76318359375
11867;Wilhelmina;;Hanss;Female;7958;7758;11380;476;;23;Human;80.450439453125;19.549560546875
11868;Nina;;Tischler;Female;6955;6014;;476;;23;Human;79.65087890625;20.34912109375
11869;Olga;;Rot;Female;7668;8079;;476;477;1;Half-Orc;72.894287109375;27.105712890625
11870;Uta;;Günters;Female;5102;4875;;476;477;1;Human;89.892578125;10.107421875
11871;Alberta;;Friedrichs;Female;5860;5314;;476;477;1;Human;80.0537109375;19.9462890625
11872;Ian;;Bens;Male;8899;8938;11966;476;;23;Human;82.2021484375;17.7978515625
11873;Günter;;Krause;Male;8843;8683;10949;476;;23;Human;81.268310546875;18.731689453125
11874;Adam;;Adams;Male;5391;5499;11790;476;;23;Human;83.5205078125;16.4794921875
11875;Wilhelm;;Schmied;Male;6182;5735;12395;476;;23;Human;80.96923828125;19.03076171875
11876;Karl;;Fels;Male;7655;7114;;476;477;1;Human;79.7607421875;20.2392578125
11877;Frieda;;Gra-kry-ra-gos;Female;3855;3626;;476;;23;Half-Orc;70.25146484375;29.74853515625
11878;Wilhelmina;;Wilhelms;Female;6552;6501;12368;476;;23;Human;77.1728515625;22.8271484375
11879;Svenja;;Tischler;Female;5932;5724;11743;476;;23;Half-Orc;72.54638671875;27.45361328125
11880;Ian;;Olafs;Male;6165;5834;;476;477;1;Human;76.4892578125;23.5107421875
11881;Wilhelm;;Johanns;Male;6239;6230;;476;477;1;Human;83.1787109375;16.8212890625
11882;Günter;;Schröder;Male;6717;6326;12254;476;;23;Human;79.2724609375;20.7275390625
11883;Sonja;;Meier;Female;4976;4278;11945;476;;23;Human;81.7626953125;18.2373046875
11884;Hans;;Johanns;Male;4834;4060;10258;476;;23;Human;79.3212890625;20.6787109375
11885;Johannes;;Klauss;Male;8145;6813;;476;;23;Human;79.0771484375;20.9228515625
11886;Günter;;Uwes;Male;4276;4615;11668;476;;23;Human;77.52685546875;22.47314453125
11887;Hermann;;Krause;Male;8758;8575;;476;478;2;Human;81.65283203125;18.34716796875
11888;Adam;;Schütze;Male;6932;7672;12788;476;;23;Human;78.125;21.875
11889;Hans;;Alberts;Male;5450;5353;;476;;23;Human;77.7587890625;22.2412109375
11890;Heinrich;;Müller;Male;8231;6996;;476;477;1;Human;75.42724609375;24.57275390625
11891;Eva;;Olafs;Female;5081;5252;;476;477;1;Human;76.611328125;23.388671875
11892;Lisa;;Hermanns;Female;9086;9159;10820;476;;23;Human;79.974365234375;20.025634765625
11893;Michael;;Fels;Male;6137;6339;;476;477;1;Human;77.63671875;22.36328125
11894;Marie;;Schwarz;Female;6297;6468;;476;477;1;Human;80.126953125;19.873046875
11895;Ian;;Krause;Male;8873;7482;;476;;23;Human;81.01806640625;18.98193359375
11896;Peter;;Peters;Male;7250;7064;11839;476;;23;Human;79.6875;20.3125
11897;Olga;;Olafs;Female;6655;6651;;476;477;1;Human;84.3505859375;15.6494140625
11898;Hildegard;;Adams;Female;7493;8016;10636;476;;23;Human;80.56640625;19.43359375
11899;Ian;;Günters;Male;8548;8496;11856;476;;23;Human;80.67626953125;19.32373046875
11900;Albert;;Meier;Male;5050;4883;;476;480;4;Human;79.2724609375;20.7275390625
11901;Friedrich;;Friedrichs;Male;8068;8789;11282;476;;23;Human;82.0068359375;17.9931640625
11902;Berta;;Günters;Female;7420;7918;;476;477;1;Human;75.3662109375;24.6337890625
11903;Friedrich;;Schütze;Male;3472;3380;;476;;23;Human;86.474609375;13.525390625
11904;Wilhelmina;;Schreiber;Female;8720;8736;11505;476;;23;Human;80.70068359375;19.29931640625
11905;Bärbel;;Klauss;Female;8351;8649;;476;477;1;Human;78.1982421875;21.8017578125
11906;Michael;;Rot;Male;8648;8837;11409;476;;23;Human;81.97021484375;18.02978515625
11907;Peter;;Fels;Male;4874;4858;;476;;23;Human;84.1796875;15.8203125
11908;Alberta;;Hanss;Female;8992;8205;;476;478;2;Human;77.056884765625;22.943115234375
11909;Alberta;;Klauss;Female;6467;7888;10413;476;;23;Human;84.912109375;15.087890625
11910;Svenja;;Schütze;Female;7461;7511;12094;476;;23;Human;81.6162109375;18.3837890625
11911;Bärbel;;Schröder;Female;5040;4864;;476;477;1;Human;83.154296875;16.845703125
11912;Tobias;;Johanns;Male;7031;6634;;476;477;1;Human;77.294921875;22.705078125
11913;Berta;;Karls;Female;7659;7961;11532;476;;23;Human;81.463623046875;18.536376953125
11914;Laura;;Krause;Female;3554;3606;;476;477;1;Human;83.056640625;16.943359375
11915;Nina;;Bergmann;Female;8662;8987;;476;477;1;Half-Orc;74.5361328125;25.4638671875
11916;Marie;;Ians;Female;8940;8358;;476;477;1;Human;77.60009765625;22.39990234375
11917;Albert;;Adams;Male;7355;7375;11073;476;;23;Human;80.6884765625;19.3115234375
11918;Laura;;Hanss;Female;8259;7296;;476;478;2;Human;78.3935546875;21.6064453125
11919;Adam;;Schütze;Male;7071;6913;;476;477;1;Human;80.1513671875;19.8486328125
11920;Heinrich;;Fels;Male;6910;7898;;476;477;1;Human;76.6845703125;23.3154296875
11921;Klaus;;Klauss;Male;4198;3985;11259;476;;23;Half-Orc;72.16796875;27.83203125
11922;Sonja;;Uwes;Female;6150;6323;12326;476;;23;Human;78.955078125;21.044921875
11923;Friedrich;;Schulz;Male;6614;6236;;476;477;1;Human;85.19287109375;14.80712890625
11924;Ben;;Adams;Male;6857;6273;;476;478;2;Human;81.54296875;18.45703125
11925;Michael;;Lang;Male;8469;9054;;476;478;2;Human;84.0789794921875;15.9210205078125
11926;Hans;;Schreiber;Male;7278;7552;11662;476;;23;Human;84.033203125;15.966796875
11927;Johann;;Ians;Male;6630;6251;11973;476;;23;Human;80.517578125;19.482421875
11928;Berta;;Adams;Female;8639;8627;;476;477;1;Human;81.23779296875;18.76220703125
11929;Michael;;Michaels;Male;3972;4468;11471;476;;23;Human;85.7421875;14.2578125
11930;Hans;;Müller;Male;8497;8553;12458;476;;23;Human;79.2236328125;20.7763671875
11931;Johanna;;Michaels;Female;8633;8784;;476;;23;Human;80.780029296875;19.219970703125
11932;Johannes;;Günters;Male;8498;8786;11989;476;;23;Human;80.5908203125;19.4091796875
11933;Uta;;Bens;Female;6798;6967;;476;477;1;Human;78.5888671875;21.4111328125
11934;Johanna;;Lang;Female;8998;8104;;476;478;2;Human;80.5908203125;19.4091796875
11935;Hildegard;;Meier;Female;7751;7694;;476;477;1;Human;79.0283203125;20.9716796875
11936;Johanna;;Bergmann;Female;6858;6733;;476;478;2;Human;78.35693359375;21.64306640625
11937;Marie;;Johanns;Female;7385;6178;11749;476;;23;Human;76.42822265625;23.57177734375
11938;Ian;;Ians;Male;8680;7205;11809;476;;23;Human;77.5146484375;22.4853515625
11939;Michaela;;Klein;Female;6287;6061;11348;476;;23;Human;77.69775390625;22.30224609375
11940;Friedrich;;Klein;Male;7833;7721;;476;477;1;Human;79.4921875;20.5078125
11941;Adam;;Klein;Male;3991;3948;;476;477;1;Half-Orc;73.92578125;26.07421875
11942;Eva;;Eriks;Female;8122;8516;12559;476;;23;Human;81.756591796875;18.243408203125
11943;Svenja;;Heinrichs;Female;4257;4122;11360;476;;23;Human;78.55224609375;21.44775390625
11944;Günter;;Günters;Male;7984;8261;12354;476;;23;Human;83.984375;16.015625
11945;Stephen;;Friedrichs;Male;7747;8166;11883;476;;23;Human;79.8095703125;20.1904296875
11946;Heinrich;;Franzs;Male;4357;4331;;476;477;1;Human;77.34375;22.65625
11947;Hans;;Hanss;Male;4253;4072;;476;;23;Human;76.5380859375;23.4619140625
11948;Hermann;;Bergmann;Male;6022;6012;;476;;23;Human;80.487060546875;19.512939453125
11949;Michael;;Hanss;Male;6064;5919;10962;476;;23;Human;87.0849609375;12.9150390625
11950;Adam;;Müller;Male;7236;6675;10995;476;;23;Human;79.77294921875;20.22705078125
11951;Olga;;Hanss;Female;5541;5674;;476;;23;Human;78.759765625;21.240234375
11952;Svenja;;Michaels;Female;9003;9053;;476;477;1;Human;81.04248046875;18.95751953125
11953;Alberta;;Groß;Female;3450;3464;11994;477;;22;Human;78.271484375;21.728515625
11954;Eva;;Hanss;Female;5660;4933;11284;477;;22;Human;80.908203125;19.091796875
11955;Frieda;;Klein;Female;5648;5554;11286;477;;22;Human;84.619140625;15.380859375
11956;Peter;;Hanss;Male;7955;8814;11064;477;;22;Human;81.005859375;18.994140625
11957;Johannes;;Schwarz;Male;5570;4657;;477;480;3;Human;83.33740234375;16.66259765625
11958;Hermann;;Hermanns;Male;6777;6123;;477;;22;Human;83.7890625;16.2109375
11959;Hermann;;Schwarz;Male;8049;8010;;477;479;2;Half-Orc;74.1455078125;25.8544921875
11960;Lena;;Schröder;Female;6514;6368;;477;478;1;Human;81.5185546875;18.4814453125
11961;Olaf;;Michaels;Male;4298;3868;;477;478;1;Human;80.95703125;19.04296875
11962;Günter;;Schulz;Male;8993;9249;11968;477;;22;Human;83.5693359375;16.4306640625
11963;Eva;;Klauss;Female;3840;3899;12150;477;;22;Human;85.9375;14.0625
11964;Eva;;Günters;Female;6561;6510;;477;;22;Half-Orc;74.67041015625;25.32958984375
11965;Stephen;;Wilhelms;Male;6937;6411;;477;478;1;Human;78.23486328125;21.76513671875
11966;Michaela;;Klauss;Female;7068;6861;11872;477;;22;Human;81.23779296875;18.76220703125
11967;Wilhelm;;Alberts;Male;5125;5120;;477;479;2;Human;78.6376953125;21.3623046875
11968;Alberta;;Klein;Female;4948;4698;11962;477;;22;Human;75.634765625;24.365234375
11969;Johannes;;Bergmann;Male;5622;5759;12413;477;;22;Human;83.447265625;16.552734375
11970;Peter;;Peters;Male;3667;3987;12251;477;;22;Human;80.7861328125;19.2138671875
11971;Friedrich;;Tischler;Male;9172;9329;;477;479;2;Human;82.45849609375;17.54150390625
11972;Hermann;;Krause;Male;5169;4988;;477;478;1;Human;77.5390625;22.4609375
11973;Marie;;Fischer;Female;8604;8263;11927;477;;22;Human;76.98974609375;23.01025390625
11974;Marie;;Klein;Female;7145;8015;;477;478;1;Human;89.74609375;10.25390625
11975;Adam;;Fischer;Male;5699;5542;12593;477;;22;Human;81.298828125;18.701171875
11976;Michaela;;Bergmann;Female;5791;5821;;477;;22;Human;84.033203125;15.966796875
11977;Ian;;Kunst;Male;8138;8234;;477;478;1;Human;79.13818359375;20.86181640625
11978;Hildegard;;Klein;Female;5989;5780;11783;477;;22;Human;82.71484375;17.28515625
11979;Franz;;Tischler;Male;8850;8589;;477;479;2;Human;82.568359375;17.431640625
11980;Bärbel;;Schwarz;Female;7226;7336;11644;477;;22;Human;85.41259765625;14.58740234375
11981;Lisa;;Schütze;Female;6852;6471;;477;;22;Human;78.424072265625;21.575927734375
11982;Hermann;;Tischler;Male;3969;4070;12231;477;;22;Human;80.6640625;19.3359375
11983;Adam;;Kunst;Male;7752;6939;12052;477;;22;Human;80.37109375;19.62890625
11984;Michael;;Hanss;Male;5544;5130;;477;478;1;Human;80.0537109375;19.9462890625
11985;Bärbel;;Michaels;Female;5850;5770;11859;477;;22;Human;80.322265625;19.677734375
11986;Johanna;;Johanns;Female;4237;4040;;477;;22;Human;82.71484375;17.28515625
11987;Erika;;Günters;Female;9130;9001;;477;478;1;Human;81.201171875;18.798828125
11988;Nina;;Schwarz;Female;8885;8672;11479;477;;22;Human;80.0628662109375;19.9371337890625
11989;Erika;;Peters;Female;8979;9247;11932;477;;22;Human;75.5615234375;24.4384765625
11990;Bärbel;;Johanns;Female;4585;4113;;477;;22;Human;84.1796875;15.8203125
11991;Lisa;;Schütze;Female;3707;3801;11513;477;;22;Human;82.91015625;17.08984375
11992;Franz;;Fels;Male;6321;6333;;477;478;1;Human;78.985595703125;21.014404296875
11993;Erik;;Michaels;Male;8296;7030;;477;478;1;Human;81.34765625;18.65234375
11994;Ben;;Meier;Male;8559;8443;11953;477;;22;Human;82.177734375;17.822265625
11995;Heinrich;;Reinhardts;Male;5656;5880;;477;478;1;Human;79.2236328125;20.7763671875
11996;Franz;;Schulz;Male;6642;6693;;477;478;1;Human;81.8359375;18.1640625
11997;Peter;;Schreiber;Male;5749;4713;;477;479;2;Human;76.953125;23.046875
11998;Johanna;;Ians;Female;4815;5006;;477;481;4;Human;77.03857421875;22.96142578125
11999;Va-kr-pe-ar;;Wilhelms;Female;5701;4860;;477;;22;Half-Orc;72.74169921875;27.25830078125
12000;Uta;;Adams;Female;8948;9127;;477;;22;Human;78.948974609375;21.051025390625
12001;Maximilian;;Kunst;Male;4702;4905;;477;478;1;Human;82.23876953125;17.76123046875
12002;Michaela;;Bens;Female;6274;7008;;477;478;1;Human;78.8330078125;21.1669921875
12003;Friedrich;;Johanness;Male;8127;8685;;477;478;1;Human;81.170654296875;18.829345703125
12004;Friedrich;;Schreiber;Male;6829;6770;;477;478;1;Human;80.74951171875;19.25048828125
12005;Johanna;;Michaels;Female;6342;6214;;477;;22;Human;79.30908203125;20.69091796875
12006;Marie;;Rot;Female;6831;6948;;477;479;2;Human;76.1474609375;23.8525390625
12007;Heinrich;;Reinhardts;Male;7284;7331;12374;477;;22;Half-Orc;74.7802734375;25.2197265625
12008;Johannes;;Tischler;Male;9237;8447;;477;;22;Human;75.927734375;24.072265625
12009;Ben;;Meier;Male;5829;5389;9960;477;;22;Human;82.7392578125;17.2607421875
12010;Sonja;;Alberts;Female;6241;6446;11819;477;;22;Human;84.14306640625;15.85693359375
12011;Ben;;Peters;Male;3511;3530;12365;477;;22;Human;80.322265625;19.677734375
12012;Klaus;;Bergmann;Male;5553;5546;;477;478;1;Half-Orc;70.1416015625;29.8583984375
12013;Friedrich;;Hermanns;Male;8831;9173;;477;478;1;Human;81.494140625;18.505859375
12014;Ben;;Schütze;Male;8342;8289;;477;480;3;Human;81.87255859375;18.12744140625
12015;Bärbel;;Tischler;Female;7549;7725;12317;477;;22;Human;82.60498046875;17.39501953125
12016;Heinrich;;Reinhardts;Male;6074;6001;;477;;22;Human;78.69873046875;21.30126953125
12017;Nina;;Rot;Female;7770;6929;;477;;22;Human;81.40869140625;18.59130859375
12018;Laura;;Klauss;Female;6426;6609;;477;478;1;Human;79.8828125;20.1171875
12019;Ben;;Schulz;Male;5178;5313;10349;477;;22;Human;83.203125;16.796875
12020;Uwe;;Hanss;Male;4743;4658;12280;477;;22;Human;83.6181640625;16.3818359375
12021;Stephen;;Schulz;Male;7384;7054;11863;477;;22;Human;78.656005859375;21.343994140625
12022;Reinhardt;;Stephens;Male;7630;7554;11197;477;;22;Human;83.6181640625;16.3818359375
12023;Laura;;Müller;Female;6790;6658;11446;477;;22;Human;80.6640625;19.3359375
12024;Peter;;Schreiber;Male;8273;8264;;477;478;1;Human;79.47998046875;20.52001953125
12025;Heinrich;;Fischer;Male;7522;7579;12043;477;;22;Human;77.57568359375;22.42431640625
12026;Erik;;Meier;Male;8793;7673;;477;479;2;Human;78.4027099609375;21.5972900390625
12027;Uwe;;Franzs;Male;8283;8246;11741;477;;22;Human;82.26318359375;17.73681640625
12028;Erika;;Heinrichs;Female;6735;6296;10933;477;;22;Human;79.98046875;20.01953125
12029;Peter;;Fischer;Male;7625;7670;;477;478;1;Human;78.23486328125;21.76513671875
12030;Svenja;;Schulz;Female;6930;7231;;477;478;1;Human;79.55322265625;20.44677734375
12031;Ben;;Stephens;Male;8724;8371;;477;478;1;Human;77.50244140625;22.49755859375
12032;Ben;;Peters;Male;4344;4690;10298;477;;22;Human;79.6142578125;20.3857421875
12033;Hermann;;Maximilians;Male;4284;4086;;477;480;3;Human;86.42578125;13.57421875
12034;Olga;;Kunst;Female;6536;4719;;477;478;1;Human;82.958984375;17.041015625
12035;Franz;;Fischer;Male;8197;7732;;477;;22;Human;76.953125;23.046875
12036;Friedrich;;Friedrichs;Male;8391;8202;12998;477;;22;Human;80.6884765625;19.3115234375
12037;Bärbel;;Karls;Female;4268;4361;;477;478;1;Human;82.03125;17.96875
12038;Stephen;;Stephens;Male;3753;3722;11654;477;;22;Human;77.001953125;22.998046875
12039;Tobias;;Groß;Male;7350;7348;12311;477;;22;Human;82.489013671875;17.510986328125
12040;Heinrich;;Schütze;Male;5607;4733;;477;;22;Human;84.0087890625;15.9912109375
12041;Alberta;;Klein;Female;8340;8401;;477;478;1;Human;81.77490234375;18.22509765625
12042;Stephen;;Fels;Male;6407;5434;;477;478;1;Human;82.16552734375;17.83447265625
12043;Alberta;;Franzs;Female;9133;9194;12025;477;;22;Human;81.707763671875;18.292236328125
12044;Nina;;Hanss;Female;7099;6851;;477;478;1;Human;75.9765625;24.0234375
12045;Maximilian;;Bergmann;Male;7427;6382;;477;478;1;Human;83.5693359375;16.4306640625
12046;Wilhelm;;Peters;Male;5492;5092;;477;478;1;Human;80.078125;19.921875
12047;Wilhelmina;;Bergmann;Female;3396;3451;12152;477;;22;Human;81.93359375;18.06640625
12048;Hans;;Gra-urz-ar-krs;Male;8733;9255;;477;478;1;Half-Orc;74.91455078125;25.08544921875
12049;Michael;;Hermanns;Male;7627;7310;12587;477;;22;Human;83.21533203125;16.78466796875
12050;Uta;;Franzs;Female;5003;5239;12479;477;;22;Human;78.466796875;21.533203125
12051;Maximilian;;Groß;Male;7514;7262;;477;478;1;Human;76.641845703125;23.358154296875
12052;Wilhelmina;;Ians;Female;9131;8067;11983;477;;22;Human;83.154296875;16.845703125
12053;Ben;;Hanss;Male;4788;4536;;477;478;1;Human;77.587890625;22.412109375
12054;Eva;;Uwes;Female;5410;5433;;477;478;1;Human;81.7626953125;18.2373046875
12055;Eva;;Klauss;Female;4964;4823;12237;477;;22;Human;78.3447265625;21.6552734375
12056;Nina;;Hanss;Female;9118;9175;10854;477;;22;Human;80.70068359375;19.29931640625
12057;Eva;;Franzs;Female;8256;7824;;477;478;1;Human;81.8115234375;18.1884765625
12058;Albert;;Alberts;Male;3015;3320;12268;477;;22;Human;78.857421875;21.142578125
